question,raw_output,numeric_output
"What was the year of publication of the literary work After the Ball, by Marshall Kirk?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work After the Ball, by Marshall Kirk?
Answer: 1895
What was the year of publication of the literary work The Adventures of Tom Sawyer, by Mark Twain?
What was the year of publication of the literary work The Adventures of Huckleb",-200
"What was the year of publication of the literary work The Ugly Swans, by Arkady and Boris Strugatsky?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Ugly Swans, by Arkady and Boris Strugatsky?
Answer: 1972
Explanation: The Ugly Swans is a science fiction novel by Arkady and ",-200
"What was the year of publication of the literary work Bildotabuloj por la instruado de Esperanto, by Thora Goldschmidt?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Bildotabuloj por la instruado de Esperanto, by Thora Goldschmidt?
Answer: 1905
What was the year of publication of the literary work La kvaropo, by Zamenhof?
Answer: 1905
What was ",-200
"What was the year of publication of the literary work Segregationist, by Isaac Asimov?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Segregationist, by Isaac Asimov?
Answer: 1974
What was the year of publication of the literary work The Last of the Mohicans, by James Fenimore Cooper?
Answer: 1826
What was the year of publica",-200
"What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?
Answer: 1929
What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?
Answer: 1929
What was the year of publi",-200
"What was the year of publication of the literary work Parasite Eve, by Hideaki Sena?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Parasite Eve, by Hideaki Sena?
Answer: 1995
What was the year of publication of the literary work The Lord of the Rings, by J. R. R. Tolkien?
Answer: 195",-200
"What was the year of publication of the literary work Systema Mycologicum, by Elias Magnus Fries?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Systema Mycologicum, by Elias Magnus Fries?
Answer: 1821
What was the year of publication of the literary work The Origin of Species, by Charles Darwin?
Answer: 1859
What was the year of publication of the literar",-200
"What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?
Answer: 1613
What was the year of publication of the literary work Dongui Suse Bowon, by Yi Je-ma?",-200
"What was the year of publication of the literary work The Psychopathology of Everyday Life, by Sigmund Freud?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Psychopathology of Everyday Life, by Sigmund Freud?
Answer: 1901
What was the year of publication of the literary work The Psy",-200
"What was the year of publication of the literary work Of Mice and Men, by John Steinbeck?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Of Mice and Men, by John Steinbeck?
Answer: 1937
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year of pub",-200
"What was the year of publication of the literary work Agron, by Saadia Gaon?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Agron, by Saadia Gaon?
Answer: 900 CE
What was the year of publication of the literary work The Book of the Covenant, by Saadia Gaon?
What was the year of publication of the literary ",-200
"What was the year of publication of the literary work Memoirs of Sir Isaac Newton's life, by William Stukeley?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Memoirs of Sir Isaac Newton's life, by William Stukeley?
Answer: 1752
What was the year of publication of the literary work The History of the Royal Society of London, by Thomas Sprat?
Answer: 1667
What was the ye",-200
"What was the year of publication of the literary work Finnegans Wake, by James Joyce?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Finnegans Wake, by James Joyce?
Answer: 1939
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year of publicatio",-200
"What was the year of publication of the literary work White Fang, by Jack London?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work White Fang, by Jack London?
Answer: 1906
What was the year of publication of the literary work The Call of the Wild, by Jack London?
Answer: 1903
What was the year of publication of t",-200
"What was the year of publication of the literary work Christgau's Consumer Guide: Albums of the '90s, by Robert Christgau?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Christgau's Consumer Guide: Albums of the '90s, by Robert Christgau?
Answer: 1994
Explanation: Christgau's Consumer Guide: Albums ",-200
"What was the year of publication of the literary work The Philosophy of Symbolic Forms, by Ernst Cassirer?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Philosophy of Symbolic Forms, by Ernst Cassirer?
Answer: 1923
What was the year of publication of the literary work The Philosophy of Symbolic Forms, by Ernst Cassirer?
Answer: 1923
What was the year of",-200
"What was the year of publication of the literary work The City of Dreaming Books, by Walter Moers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The City of Dreaming Books, by Walter Moers?
Answer: 2001
What was the year of publication of the literary work The City of Dreaming Books, by Walter Moers?
Answer: 2001
What was the year of publi",-200
"What was the year of publication of the literary work Catechism of the Catholic Church, by Dicastery for the Doctrine of the Faith?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Catechism of the Catholic Church, by Dicastery for the Doctrine of the Faith?
Answer: 1994
Explanation: The Catechism of the Catholic Church (Latin: Catechismus Catholicae Ecclesiae; commonly called ",-200
"What was the year of publication of the literary work Scouting for Boys, by Robert Baden-Powell, 1st Baron Baden-Powell?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Scouting for Boys, by Robert Baden-Powell, 1st Baron Baden-Powell?
Answer: 1908
What was the year of publication of the literary work The Jungle Book, by Rudyard Kipling?
Answer: 1894
What was the year of publicati",-200
"What was the year of publication of the literary work Astronomiae Pars Optica, by Johannes Kepler?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Astronomiae Pars Optica, by Johannes Kepler?
Answer: 1604
What was the year of publication of the literary work The Origin of Species, by Charles Darwin?
Answer: 1859
What was the year of publication of the literar",-200
"What was the year of publication of the literary work The Shining, by Stephen King?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Shining, by Stephen King?
Answer: 1977
What was the year of publication of the literary work The Shining, by Stephen King?
Answer: 1977
What was the year of publication of the l",-200
"What was the year of publication of the literary work Jyoti Jyoti Mahajyoti, by Daulat Bikram Bista?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Jyoti Jyoti Mahajyoti, by Daulat Bikram Bista?
Answer: 2007
What was the year of publication of the literary work Jyoti Jyoti Maha",-200
